Date,Category,Product_Name,Demand,Available_Supply,Seasonal_Indicator
2021-08-05,Electronics,E001,65,826,0
2021-08-05,Fashion,F002,58,644,0
2021-08-05,Sweets & Grocery,S005,101,1113,0
2021-08-05,Electronics,E004,86,869,0
2021-08-05,Sweets & Grocery,S003,96,993,0
2021-08-05,Fashion,F003,79,656,0
2021-08-05,Electronics,E003,106,1087,0
2021-08-05,Electronics,E002,126,1104,0
2021-08-05,Fashion,F001,57,656,0
2021-08-05,Fashion,F004,42,461,0
2021-08-05,Sweets & Grocery,S004,87,884,0
2021-08-05,Fashion,F005,61,555,0
2021-08-06,Sweets & Grocery,S004,109,775,0
2021-08-06,Sweets & Grocery,S005,112,1001,0
2021-08-06,Electronics,E003,102,985,0
2021-08-06,Fashion,F002,60,584,0
2021-08-06,Electronics,E002,126,978,0
2021-08-06,Sweets & Grocery,S002,103,867,0
2021-08-06,Electronics,E001,101,725,0
2021-08-06,Sweets & Grocery,S003,84,909,0
2021-08-06,Fashion,F003,65,591,0
2021-08-06,Sweets & Grocery,S001,82,771,0
2021-08-06,Fashion,F005,48,507,0
2021-08-06,Electronics,E004,75,794,0
2021-08-06,Fashion,F004,44,417,0
2021-08-06,Electronics,E005,107,859,0
2021-08-06,Fashion,F001,64,592,0
2021-08-07,Electronics,E001,76,649,0
2021-08-07,Sweets & Grocery,S002,107,760,0
2021-08-07,Sweets & Grocery,S003,106,803,0
2021-08-07,Electronics,E003,96,889,0
2021-08-07,Sweets & Grocery,S001,80,691,0
2021-08-07,Fashion,F001,59,533,0
2021-08-07,Sweets & Grocery,S005,101,900,0
2021-08-07,Sweets & Grocery,S004,89,686,0
2021-08-07,Electronics,E005,106,753,0
2021-08-07,Electronics,E002,100,878,0
2021-08-07,Fashion,F005,55,452,0
2021-08-07,Fashion,F003,55,536,0
2021-08-07,Fashion,F002,62,522,0
2021-08-07,Electronics,E004,94,700,0
2021-08-07,Fashion,F004,46,371,0
2021-08-08,Electronics,E003,108,781,0
2021-08-08,Sweets & Grocery,S001,85,606,0
2021-08-08,Fashion,F001,65,468,0
2021-08-08,Electronics,E005,111,642,0
2021-08-08,Sweets & Grocery,S005,105,795,0
2021-08-08,Fashion,F003,84,452,0
2021-08-08,Fashion,F002,68,454,0
2021-08-08,Electronics,E001,71,578,0
2021-08-08,Sweets & Grocery,S003,96,707,0
2021-08-08,Electronics,E004,86,614,0
2021-08-08,Fashion,F005,49,403,0
2021-08-08,Fashion,F004,49,322,0
2021-08-08,Electronics,E002,112,766,0
2021-08-08,Sweets & Grocery,S004,94,592,0
2021-08-08,Sweets & Grocery,S002,113,647,0
2021-08-09,Electronics,E005,96,1262,0
2021-08-09,Sweets & Grocery,S002,110,1234,0
2021-08-09,Fashion,F003,72,866,0
2021-08-09,Fashion,F005,48,722,0
2021-08-09,Fashion,F002,55,813,0
2021-08-09,Fashion,F004,38,620,0
2021-08-09,Electronics,E002,122,1488,0
2021-08-09,Electronics,E003,91,1435,0
2021-08-09,Sweets & Grocery,S004,100,1160,0
2021-08-09,Electronics,E001,93,1055,0
2021-08-09,Sweets & Grocery,S003,88,1326,0
2021-08-09,Sweets & Grocery,S001,84,1078,0
2021-08-09,Fashion,F001,56,854,0
2021-08-09,Electronics,E004,83,1121,0
2021-08-09,Sweets & Grocery,S005,106,1434,0
2021-08-10,Electronics,E001,75,980,0
2021-08-10,Electronics,E003,83,1352,0
2021-08-10,Fashion,F003,76,790,0
2021-08-10,Sweets & Grocery,S004,94,1066,0
2021-08-10,Fashion,F002,69,744,0
2021-08-10,Electronics,E005,102,1160,0
2021-08-10,Electronics,E004,97,1024,0
2021-08-10,Sweets & Grocery,S002,104,1130,0
2021-08-10,Fashion,F001,74,780,0
2021-08-10,Fashion,F004,57,563,0
2021-08-10,Fashion,F005,57,665,0
2021-08-10,Sweets & Grocery,S005,127,1307,0
2021-08-10,Sweets & Grocery,S001,82,996,0
2021-08-10,Electronics,E002,123,1365,0
2021-08-10,Sweets & Grocery,S003,99,1227,0
2021-08-11,Sweets & Grocery,S004,85,981,0
2021-08-11,Fashion,F005,52,613,0
2021-08-11,Sweets & Grocery,S002,96,1034,0
2021-08-11,Electronics,E002,123,1242,0
2021-08-11,Fashion,F004,50,513,0
2021-08-11,Sweets & Grocery,S001,71,925,0
2021-08-11,Electronics,E001,95,885,0
2021-08-11,Electronics,E005,101,1059,0
2021-08-11,Electronics,E003,113,1239,0
2021-08-11,Fashion,F002,69,675,0
2021-08-11,Fashion,F003,64,726,0
2021-08-11,Fashion,F001,69,711,0
2021-08-11,Sweets & Grocery,S003,88,1139,0
2021-08-11,Sweets & Grocery,S005,111,1196,0
2021-08-11,Electronics,E004,96,928,0
2021-08-12,Fashion,F004,41,472,0
2021-08-12,Fashion,F003,75,651,0
2021-08-12,Electronics,E001,71,814,0
2021-08-12,Fashion,F005,64,549,0
2021-08-12,Fashion,F002,75,600,0
2021-08-12,Sweets & Grocery,S005,107,1089,0
2021-08-12,Electronics,E002,128,1114,0
2021-08-12,Sweets & Grocery,S003,106,1033,0
2021-08-12,Sweets & Grocery,S002,89,945,0
2021-08-12,Electronics,E004,70,858,0
2021-08-12,Electronics,E005,110,207,0
2021-08-12,Sweets & Grocery,S001,93,832,0
2021-08-12,Electronics,E003,125,1114,0
2021-08-12,Fashion,F001,70,641,0
2021-08-12,Sweets & Grocery,S004,102,879,0
2021-08-13,Sweets & Grocery,S003,89,944,0
2021-08-13,Sweets & Grocery,S004,99,780,0
2021-08-13,Fashion,F001,68,573,0
2021-08-13,Fashion,F002,71,529,0
2021-08-13,Electronics,E001,89,725,0
2021-08-13,Sweets & Grocery,S002,84,861,0
2021-08-13,Fashion,F005,65,484,0
2021-08-13,Fashion,F004,64,408,0
2021-08-13,Fashion,F003,61,590,0
2021-08-13,Electronics,E005,91,116,0
2021-08-13,Sweets & Grocery,S001,59,190,0
2021-08-13,Electronics,E003,97,1017,0
2021-08-13,Sweets & Grocery,S005,88,1001,0
2021-08-13,Electronics,E004,90,768,0
2021-08-13,Electronics,E002,138,976,0
2021-08-14,Electronics,E001,80,645,0
2021-08-14,Sweets & Grocery,S005,117,884,0
2021-08-14,Fashion,F001,58,515,0
2021-08-14,Sweets & Grocery,S003,116,828,0
2021-08-14,Electronics,E002,115,861,0
2021-08-14,Electronics,E003,93,924,0
2021-08-14,Sweets & Grocery,S002,105,756,0
2021-08-14,Fashion,F002,57,472,0
2021-08-14,Electronics,E005,81,35,0
2021-08-14,Electronics,E004,82,686,0
2021-08-14,Fashion,F003,70,520,0
2021-08-14,Fashion,F005,55,429,0
2021-08-14,Fashion,F004,56,352,0
2021-08-14,Sweets & Grocery,S004,88,692,0
2021-08-14,Sweets & Grocery,S001,83,107,0
2021-08-15,Electronics,E003,110,814,0
2021-08-15,Sweets & Grocery,S003,106,722,0
2021-08-15,Electronics,E005,105,0,0
2021-08-15,Sweets & Grocery,S001,94,13,0
2021-08-15,Fashion,F001,72,443,0
2021-08-15,Electronics,E002,121,740,0
2021-08-15,Sweets & Grocery,S004,86,606,0
2021-08-15,Sweets & Grocery,S005,122,762,0
2021-08-15,Fashion,F004,52,300,0
2021-08-15,Sweets & Grocery,S002,97,659,0
2021-08-15,Fashion,F002,67,405,0
2021-08-15,Fashion,F003,66,454,0
2021-08-15,Electronics,E001,92,553,0
2021-08-15,Fashion,F005,45,384,0
2021-08-15,Electronics,E004,76,610,0
2021-08-16,Fashion,F005,62,708,0
2021-08-16,Fashion,F001,61,849,0
2021-08-16,Fashion,F003,65,216,0
2021-08-16,Sweets & Grocery,S005,108,1432,0
2021-08-16,Electronics,E004,78,1126,0
2021-08-16,Sweets & Grocery,S003,98,1316,0
2021-08-16,Electronics,E002,146,1464,0
2021-08-16,Sweets & Grocery,S001,84,1078,0
2021-08-16,Electronics,E005,84,1274,0
2021-08-16,Electronics,E001,94,1054,0
2021-08-16,Sweets & Grocery,S004,95,1165,0
2021-08-16,Sweets & Grocery,S002,89,1255,0
2021-08-16,Fashion,F002,78,790,0
2021-08-16,Electronics,E003,101,1425,0
2021-08-16,Fashion,F004,40,618,0
2021-08-17,Fashion,F004,59,559,0
2021-08-17,Electronics,E003,93,1332,0
2021-08-17,Sweets & Grocery,S004,102,1063,0
2021-08-17,Fashion,F001,63,786,0
2021-08-17,Electronics,E004,85,1041,0
2021-08-17,Sweets & Grocery,S001,85,993,0
2021-08-17,Sweets & Grocery,S002,95,1160,0
2021-08-17,Fashion,F002,77,713,0
2021-08-17,Sweets & Grocery,S005,99,1333,0
2021-08-17,Fashion,F005,48,164,0
2021-08-17,Electronics,E002,117,1347,0
2021-08-17,Electronics,E005,101,1173,0
2021-08-17,Sweets & Grocery,S003,94,1222,0
2021-08-17,Fashion,F003,53,163,0
2021-08-17,Electronics,E001,89,965,0
2021-08-18,Electronics,E001,86,879,0
2021-08-18,Sweets & Grocery,S004,85,978,0
2021-08-18,Electronics,E005,103,1070,0
2021-08-18,Fashion,F001,60,726,0
2021-08-18,Sweets & Grocery,S001,70,923,0
2021-08-18,Sweets & Grocery,S003,120,1102,0
2021-08-18,Fashion,F004,64,495,0
2021-08-18,Sweets & Grocery,S002,85,1075,0
2021-08-18,Sweets & Grocery,S005,104,1229,0
2021-08-18,Electronics,E003,94,1238,0
2021-08-18,Electronics,E002,127,1220,0
2021-08-18,Electronics,E004,85,956,0
2021-08-18,Fashion,F003,74,89,0
2021-08-18,Fashion,F005,53,111,0
2021-08-18,Fashion,F002,73,640,0
2021-08-19,Sweets & Grocery,S005,96,1133,0
2021-08-19,Sweets & Grocery,S003,86,1016,0
2021-08-19,Electronics,E003,108,1130,0
2021-08-19,Fashion,F004,52,443,0
2021-08-19,Electronics,E001,81,798,0
2021-08-19,Sweets & Grocery,S001,98,825,0
2021-08-19,Fashion,F005,50,61,0
2021-08-19,Electronics,E005,112,958,0
2021-08-19,Electronics,E002,138,1082,0
2021-08-19,Fashion,F002,59,581,0
2021-08-19,Electronics,E004,80,876,0
2021-08-19,Fashion,F001,65,661,0
2021-08-19,Fashion,F003,78,11,0
2021-08-19,Sweets & Grocery,S002,83,992,0
2021-08-19,Sweets & Grocery,S004,77,901,0
2021-08-20,Sweets & Grocery,S001,87,738,0
2021-08-20,Electronics,E005,85,873,0
2021-08-20,Sweets & Grocery,S004,97,804,0
2021-08-20,Fashion,F003,61,0,0
2021-08-20,Electronics,E003,108,1022,0
2021-08-20,Electronics,E002,111,971,0
2021-08-20,Fashion,F001,56,605,0
2021-08-20,Electronics,E001,63,735,0
2021-08-20,Sweets & Grocery,S003,81,935,0
2021-08-20,Sweets & Grocery,S005,107,1026,0
2021-08-20,Electronics,E004,93,783,0
2021-08-20,Fashion,F002,65,516,0
2021-08-20,Fashion,F004,37,406,0
2021-08-20,Fashion,F005,44,17,0
2021-08-20,Sweets & Grocery,S002,99,893,0
2021-08-21,Fashion,F005,66,0,0
2021-08-21,Sweets & Grocery,S001,89,649,0
2021-08-21,Electronics,E002,129,842,0
2021-08-21,Electronics,E004,95,688,0
2021-08-21,Fashion,F001,67,538,0
2021-08-21,Sweets & Grocery,S002,97,796,0
2021-08-21,Sweets & Grocery,S004,69,735,0
2021-08-21,Fashion,F003,64,0,0
2021-08-21,Electronics,E003,103,919,0
2021-08-21,Fashion,F004,47,359,0
2021-08-21,Electronics,E001,82,653,0
2021-08-21,Fashion,F002,68,448,0
2021-08-21,Sweets & Grocery,S005,102,924,0
2021-08-21,Electronics,E005,93,780,0
2021-08-21,Sweets & Grocery,S003,92,843,0
2021-08-22,Electronics,E003,110,809,0
2021-08-22,Sweets & Grocery,S003,85,758,0
2021-08-22,Fashion,F001,68,470,0
2021-08-22,Fashion,F004,47,312,0
2021-08-22,Fashion,F002,52,82,0
2021-08-22,Sweets & Grocery,S005,116,808,0
2021-08-22,Sweets & Grocery,S004,92,643,0
2021-08-22,Electronics,E001,69,584,0
2021-08-22,Electronics,E004,81,607,0
2021-08-22,Fashion,F003,71,0,0
2021-08-22,Electronics,E005,100,680,0
2021-08-22,Sweets & Grocery,S002,110,686,0
2021-08-22,Electronics,E002,125,717,0
2021-08-22,Sweets & Grocery,S001,93,556,0
2021-08-22,Fashion,F005,61,0,0
2021-08-23,Sweets & Grocery,S003,100,1314,0
2021-08-23,Electronics,E002,100,1510,0
2021-08-23,Fashion,F001,74,836,0
2021-08-23,Sweets & Grocery,S002,93,1251,0
2021-08-23,Electronics,E001,81,1067,0
2021-08-23,Sweets & Grocery,S004,84,1176,0
2021-08-23,Fashion,F004,55,603,0
2021-08-23,Electronics,E003,111,1415,0
2021-08-23,Sweets & Grocery,S005,119,1421,0
2021-08-23,Fashion,F003,55,883,0
2021-08-23,Electronics,E004,80,1124,0
2021-08-23,Fashion,F002,68,800,0
2021-08-23,Electronics,E005,101,1257,0
2021-08-23,Sweets & Grocery,S001,96,1066,0
2021-08-23,Fashion,F005,50,720,0
2021-08-24,Fashion,F002,61,739,0
2021-08-24,Sweets & Grocery,S004,84,1092,0
2021-08-24,Fashion,F003,85,798,0
2021-08-24,Fashion,F004,49,554,0
2021-08-24,Electronics,E005,102,1155,0
2021-08-24,Electronics,E001,85,982,0
2021-08-24,Fashion,F001,69,767,0
2021-08-24,Electronics,E003,101,1314,0
2021-08-24,Electronics,E002,104,1406,0
2021-08-24,Sweets & Grocery,S001,75,991,0
2021-08-24,Electronics,E004,97,1027,0
2021-08-24,Sweets & Grocery,S005,108,1313,0
2021-08-24,Sweets & Grocery,S003,106,1208,0
2021-08-24,Fashion,F005,58,662,0
2021-08-24,Sweets & Grocery,S002,91,1160,0
2021-08-25,Fashion,F002,62,677,0
2021-08-25,Electronics,E004,86,941,0
2021-08-25,Fashion,F003,74,724,0
2021-08-25,Sweets & Grocery,S005,103,1210,0
2021-08-25,Sweets & Grocery,S002,103,1057,0
2021-08-25,Electronics,E002,131,1275,0
2021-08-25,Electronics,E005,87,1068,0
2021-08-25,Sweets & Grocery,S001,83,908,0
2021-08-25,Electronics,E003,110,1204,0
2021-08-25,Fashion,F001,71,696,0
2021-08-25,Electronics,E001,74,908,0
2021-08-25,Fashion,F004,56,498,0
2021-08-25,Sweets & Grocery,S003,93,1115,0
2021-08-25,Sweets & Grocery,S004,73,1019,0
2021-08-25,Fashion,F005,55,607,0
2021-08-26,Electronics,E004,96,845,0
2021-08-26,Fashion,F005,58,549,0
2021-08-26,Fashion,F002,68,609,0
2021-08-26,Electronics,E001,70,838,0
2021-08-26,Electronics,E005,80,988,0
2021-08-26,Sweets & Grocery,S001,89,819,0
2021-08-26,Electronics,E002,103,1172,0
2021-08-26,Sweets & Grocery,S004,91,928,0
2021-08-26,Fashion,F003,77,647,0
2021-08-26,Fashion,F004,43,455,0
2021-08-26,Fashion,F001,62,634,0
2021-08-26,Sweets & Grocery,S005,121,1089,0
2021-08-26,Electronics,E003,102,1102,0
2021-08-26,Sweets & Grocery,S003,100,1015,0
2021-08-26,Sweets & Grocery,S002,94,963,0
2021-08-27,Fashion,F003,67,580,0
2021-08-27,Electronics,E004,89,756,0
2021-08-27,Electronics,E003,117,985,0
2021-08-27,Sweets & Grocery,S005,114,975,0
2021-08-27,Fashion,F002,61,548,0
2021-08-27,Electronics,E001,85,753,0
2021-08-27,Sweets & Grocery,S004,84,844,0
2021-08-27,Electronics,E002,119,1053,0
2021-08-27,Fashion,F001,77,557,0
2021-08-27,Electronics,E005,113,875,0
2021-08-27,Fashion,F004,47,408,0
2021-08-27,Sweets & Grocery,S002,95,868,0
2021-08-27,Sweets & Grocery,S001,96,723,0
2021-08-27,Sweets & Grocery,S003,84,931,0
2021-08-27,Fashion,F005,61,488,0
2021-08-28,Fashion,F005,64,424,0
2021-08-28,Fashion,F004,54,354,0
2021-08-28,Fashion,F003,68,512,0
2021-08-28,Sweets & Grocery,S005,111,864,0
2021-08-28,Electronics,E004,79,677,0
2021-08-28,Sweets & Grocery,S001,106,617,0
2021-08-28,Sweets & Grocery,S004,90,754,0
2021-08-28,Fashion,F002,56,492,0
2021-08-28,Electronics,E005,95,780,0
2021-08-28,Electronics,E003,114,871,0
2021-08-28,Electronics,E001,84,669,0
2021-08-28,Sweets & Grocery,S003,114,817,0
2021-08-28,Electronics,E002,124,191,0
2021-08-28,Fashion,F001,70,487,0
2021-08-28,Sweets & Grocery,S002,96,772,0
2021-08-29,Electronics,E005,97,683,0
2021-08-29,Sweets & Grocery,S003,114,703,0
2021-08-29,Sweets & Grocery,S001,71,546,0
2021-08-29,Fashion,F005,59,365,0
2021-08-29,Electronics,E003,100,771,0
2021-08-29,Sweets & Grocery,S002,89,683,0
2021-08-29,Fashion,F001,62,425,0
2021-08-29,Electronics,E004,84,593,0
2021-08-29,Fashion,F004,46,308,0
2021-08-29,Fashion,F003,85,427,0
2021-08-29,Electronics,E001,90,579,0
2021-08-29,Electronics,E002,135,56,0
2021-08-29,Fashion,F002,59,433,0
2021-08-29,Sweets & Grocery,S004,75,679,0
2021-08-29,Sweets & Grocery,S005,102,762,0
2021-08-30,Fashion,F005,70,700,0
2021-08-30,Electronics,E001,79,1069,0
2021-08-30,Electronics,E003,111,1415,0
2021-08-30,Sweets & Grocery,S001,77,1085,0
2021-08-30,Sweets & Grocery,S005,124,1416,0
2021-08-30,Fashion,F001,70,840,0
2021-08-30,Sweets & Grocery,S002,94,1250,0
2021-08-30,Electronics,E004,76,1128,0
2021-08-30,Electronics,E005,89,1269,0
2021-08-30,Electronics,E002,133,1477,0
2021-08-30,Fashion,F002,53,815,0
2021-08-30,Sweets & Grocery,S003,111,1303,0
2021-08-30,Fashion,F004,35,623,0
2021-08-30,Sweets & Grocery,S004,81,1179,0
2021-08-30,Fashion,F003,77,861,0
2021-08-31,Sweets & Grocery,S001,100,985,0
2021-08-31,Electronics,E001,75,994,0
2021-08-31,Electronics,E004,99,1029,0
2021-08-31,Sweets & Grocery,S002,86,1164,0
2021-08-31,Fashion,F001,69,771,0
2021-08-31,Fashion,F003,60,801,0
2021-08-31,Electronics,E005,104,1165,0
2021-08-31,Fashion,F005,65,635,0
2021-08-31,Sweets & Grocery,S003,105,1198,0
2021-08-31,Electronics,E003,106,1309,0
2021-08-31,Fashion,F004,50,573,0
2021-08-31,Sweets & Grocery,S004,107,1072,0
2021-08-31,Sweets & Grocery,S005,105,1311,0
2021-08-31,Electronics,E002,103,1374,0
2021-08-31,Fashion,F002,65,750,0
2021-09-01,Electronics,E002,115,1259,0
2021-09-01,Sweets & Grocery,S005,122,1189,0
2021-09-01,Sweets & Grocery,S003,95,1103,0
2021-09-01,Electronics,E005,104,1061,0
2021-09-01,Fashion,F003,57,744,0
2021-09-01,Electronics,E004,90,939,0
2021-09-01,Fashion,F001,72,699,0
2021-09-01,Electronics,E001,71,923,0
2021-09-01,Sweets & Grocery,S002,93,1071,0
2021-09-01,Electronics,E003,91,1218,0
2021-09-01,Fashion,F004,37,536,0
2021-09-01,Sweets & Grocery,S001,99,886,0
2021-09-01,Sweets & Grocery,S004,94,227,0
2021-09-01,Fashion,F005,50,585,0
2021-09-01,Fashion,F002,65,685,0
2021-09-02,Fashion,F002,66,619,0
2021-09-02,Fashion,F005,47,538,0
2021-09-02,Electronics,E003,108,1110,0
2021-09-02,Electronics,E004,102,837,0
2021-09-02,Sweets & Grocery,S003,104,999,0
2021-09-02,Sweets & Grocery,S001,80,806,0
2021-09-02,Sweets & Grocery,S005,102,1087,0
2021-09-02,Electronics,E005,82,979,0
2021-09-02,Fashion,F004,41,495,0
2021-09-02,Electronics,E002,108,1151,0
2021-09-02,Fashion,F001,56,643,0
2021-09-02,Electronics,E001,82,841,0
2021-09-02,Fashion,F003,65,679,0
2021-09-02,Sweets & Grocery,S002,104,967,0
2021-09-02,Sweets & Grocery,S004,93,134,0
2021-09-03,Electronics,E004,89,748,0
2021-09-03,Sweets & Grocery,S004,80,54,0
2021-09-03,Fashion,F004,47,448,0
2021-09-03,Sweets & Grocery,S002,95,872,0
2021-09-03,Electronics,E005,101,878,0
2021-09-03,Sweets & Grocery,S001,85,721,0
2021-09-03,Electronics,E001,82,759,0
2021-09-03,Fashion,F002,72,547,0
2021-09-03,Electronics,E002,113,1038,0
2021-09-03,Fashion,F001,65,578,0
2021-09-03,Fashion,F005,59,479,0
2021-09-03,Electronics,E003,104,1006,0
2021-09-03,Sweets & Grocery,S003,112,887,0
2021-09-03,Sweets & Grocery,S005,98,989,0
2021-09-03,Fashion,F003,71,608,0
2021-09-04,Fashion,F004,49,399,0
2021-09-04,Sweets & Grocery,S002,89,783,0
2021-09-04,Fashion,F001,70,508,0
2021-09-04,Electronics,E001,97,662,0
2021-09-04,Sweets & Grocery,S005,97,892,0
2021-09-04,Sweets & Grocery,S003,102,785,0
2021-09-04,Electronics,E004,95,653,0
2021-09-04,Electronics,E002,96,942,0
2021-09-04,Fashion,F005,57,86,0
2021-09-04,Fashion,F002,71,476,0
2021-09-04,Electronics,E005,93,785,0
2021-09-04,Sweets & Grocery,S001,79,642,0
2021-09-04,Fashion,F003,63,545,0
2021-09-04,Electronics,E003,98,908,0
2021-09-04,Sweets & Grocery,S004,91,0,0
2021-09-05,Fashion,F002,63,413,0
2021-09-05,Fashion,F004,40,359,0
2021-09-05,Electronics,E004,76,577,0
2021-09-05,Electronics,E001,94,568,0
2021-09-05,Sweets & Grocery,S005,95,797,0
2021-09-05,Fashion,F001,67,441,0
2021-09-05,Electronics,E005,103,682,0
2021-09-05,Electronics,E003,116,792,0
2021-09-05,Sweets & Grocery,S003,104,681,0
2021-09-05,Electronics,E002,107,835,0
2021-09-05,Fashion,F005,57,29,0
2021-09-05,Sweets & Grocery,S002,94,689,0
2021-09-05,Sweets & Grocery,S004,88,0,0
2021-09-05,Sweets & Grocery,S001,85,557,0
2021-09-05,Fashion,F003,80,465,0
2021-09-06,Electronics,E005,111,1247,0
2021-09-06,Electronics,E004,84,1120,0
2021-09-06,Fashion,F004,50,608,0
2021-09-06,Sweets & Grocery,S001,98,1064,0
2021-09-06,Sweets & Grocery,S005,96,1444,0
2021-09-06,Fashion,F001,74,836,0
2021-09-06,Fashion,F005,46,724,0
2021-09-06,Sweets & Grocery,S004,90,1170,0
2021-09-06,Electronics,E002,136,1474,0
2021-09-06,Fashion,F003,67,871,0
2021-09-06,Sweets & Grocery,S003,103,1311,0
2021-09-06,Fashion,F002,67,801,0
2021-09-06,Sweets & Grocery,S002,100,1244,0
2021-09-06,Electronics,E003,107,1419,0
2021-09-06,Electronics,E001,93,251,0
2021-09-07,Fashion,F001,77,759,0
2021-09-07,Fashion,F004,36,572,0
2021-09-07,Electronics,E002,115,1359,0
2021-09-07,Electronics,E001,89,162,0
2021-09-07,Electronics,E004,68,1052,0
2021-09-07,Fashion,F005,65,659,0
2021-09-07,Sweets & Grocery,S005,114,1330,0
2021-09-07,Sweets & Grocery,S004,87,1083,0
2021-09-07,Sweets & Grocery,S001,92,972,0
2021-09-07,Fashion,F002,61,740,0
2021-09-07,Sweets & Grocery,S003,104,1207,0
2021-09-07,Fashion,F003,74,797,0
2021-09-07,Sweets & Grocery,S002,104,1140,0
2021-09-07,Electronics,E005,92,1155,0
2021-09-07,Electronics,E003,112,1307,0
2021-09-08,Sweets & Grocery,S005,93,1237,0
2021-09-08,Electronics,E003,113,1194,0
2021-09-08,Electronics,E002,123,1236,0
2021-09-08,Sweets & Grocery,S001,82,890,0
2021-09-08,Sweets & Grocery,S002,90,1050,0
2021-09-08,Sweets & Grocery,S003,112,1095,0
2021-09-08,Fashion,F003,64,733,0
2021-09-08,Fashion,F001,81,678,0
2021-09-08,Fashion,F004,38,534,0
2021-09-08,Electronics,E001,81,81,0
2021-09-08,Electronics,E004,84,968,0
2021-09-08,Electronics,E005,110,1045,0
2021-09-08,Fashion,F005,53,606,0
2021-09-08,Fashion,F002,49,691,0
2021-09-08,Sweets & Grocery,S004,83,1000,0
2021-09-09,Fashion,F002,72,619,0
2021-09-09,Fashion,F001,82,596,0
2021-09-09,Electronics,E005,91,954,0
2021-09-09,Sweets & Grocery,S003,108,987,0
2021-09-09,Sweets & Grocery,S001,84,806,0
2021-09-09,Fashion,F004,53,481,0
2021-09-09,Sweets & Grocery,S002,113,937,0
2021-09-09,Fashion,F005,48,558,0
2021-09-09,Electronics,E002,107,1129,0
2021-09-09,Electronics,E001,80,1,0
2021-09-09,Electronics,E004,90,200,0
2021-09-09,Sweets & Grocery,S004,92,908,0
2021-09-09,Sweets & Grocery,S005,121,1116,0
2021-09-09,Electronics,E003,88,1106,0
2021-09-09,Fashion,F003,69,664,0
2021-09-10,Sweets & Grocery,S004,91,817,0
2021-09-10,Sweets & Grocery,S001,77,729,0
2021-09-10,Fashion,F003,70,594,0
2021-09-10,Fashion,F002,56,563,0
2021-09-10,Sweets & Grocery,S003,108,879,0
2021-09-10,Sweets & Grocery,S005,97,1019,0
2021-09-10,Fashion,F005,50,117,0
2021-09-10,Electronics,E005,102,852,0
2021-09-10,Electronics,E001,82,0,0
2021-09-10,Electronics,E004,97,103,0
2021-09-10,Fashion,F004,46,435,0
2021-09-10,Electronics,E002,97,1032,0
2021-09-10,Fashion,F001,47,549,0
2021-09-10,Sweets & Grocery,S002,114,823,0
2021-09-10,Electronics,E003,92,1014,0
2021-09-11,Sweets & Grocery,S001,76,653,0
2021-09-11,Electronics,E002,83,949,0
2021-09-11,Fashion,F005,49,68,0
2021-09-11,Electronics,E003,90,214,0
2021-09-11,Electronics,E001,91,0,0
2021-09-11,Sweets & Grocery,S005,134,885,0
2021-09-11,Electronics,E004,107,0,0
2021-09-11,Electronics,E005,92,760,0
2021-09-11,Fashion,F003,65,529,0
2021-09-11,Sweets & Grocery,S003,123,756,0
2021-09-11,Fashion,F004,54,381,0
2021-09-11,Sweets & Grocery,S004,85,732,0
2021-09-11,Fashion,F001,63,486,0
2021-09-11,Sweets & Grocery,S002,83,740,0
2021-09-11,Fashion,F002,57,506,0
2021-09-12,Fashion,F001,73,413,0
2021-09-12,Fashion,F005,58,10,0
2021-09-12,Electronics,E005,102,658,0
2021-09-12,Electronics,E004,100,0,0
2021-09-12,Sweets & Grocery,S005,109,776,0
2021-09-12,Electronics,E001,69,0,0
2021-09-12,Sweets & Grocery,S002,105,635,0
2021-09-12,Electronics,E003,119,95,0
2021-09-12,Sweets & Grocery,S001,79,574,0
2021-09-12,Electronics,E002,119,830,0
2021-09-12,Fashion,F003,61,468,0
2021-09-12,Sweets & Grocery,S004,91,641,0
2021-09-12,Sweets & Grocery,S003,75,681,0
2021-09-12,Fashion,F002,47,459,0
2021-09-12,Fashion,F004,46,335,0
2021-09-13,Sweets & Grocery,S003,109,1305,0
2021-09-13,Electronics,E003,109,1417,0
2021-09-13,Sweets & Grocery,S002,82,1262,0
2021-09-13,Fashion,F001,56,854,0
2021-09-13,Fashion,F004,54,604,0
2021-09-13,Electronics,E004,81,1123,0
2021-09-13,Fashion,F003,71,867,0
2021-09-13,Fashion,F005,55,715,0
2021-09-13,Electronics,E005,105,1253,0
2021-09-13,Fashion,F002,58,810,0
2021-09-13,Sweets & Grocery,S001,84,1078,0
2021-09-13,Electronics,E001,84,1064,0
2021-09-13,Sweets & Grocery,S005,115,1425,0
2021-09-13,Sweets & Grocery,S004,98,1162,0
2021-09-13,Electronics,E002,109,1501,0
2021-09-14,Electronics,E003,105,1312,0
2021-09-14,Sweets & Grocery,S002,93,1169,0
2021-09-14,Fashion,F004,57,547,0
2021-09-14,Electronics,E004,98,1025,0
2021-09-14,Fashion,F005,57,658,0
2021-09-14,Electronics,E002,114,1387,0
2021-09-14,Sweets & Grocery,S001,94,984,0
2021-09-14,Sweets & Grocery,S004,91,1071,0
2021-09-14,Sweets & Grocery,S003,95,1210,0
2021-09-14,Fashion,F001,62,792,0
2021-09-14,Fashion,F003,65,802,0
